DayNum,VehId,Trip,Vehicle Speed[km/h],MAF[g/sec],Engine RPM[RPM],Absolute Load[%],OAT[DegC],Fuel Rate[L/hr],Air Conditioning Power[kW]
1.101627426,156,913,5,4.099999905,650,20.7843132,28,11,2.38
1.101627426,156,913,3,4.099999905,650,20.7843132,-2,11,4.44
1.101627426,156,913,3,4.099999905,650,20.7843132,22,5,3.86
1.101627426,156,913,3,4.139999866,640,20.7843132,-3,7,2.06
1.101627426,156,913,3,4.139999866,635,20.7843132,28,15,1.48
1.101627426,156,913,3,4.179999828,635,18.8235302,27,13,4.48
1.101627426,156,913,0,4.179999828,635,18.8235302,20,5,4.55
1.101627426,156,913,0,4.179999828,631,18.8235302,8,6,0.96
1.101627426,156,913,0,4.179999828,633,18.8235302,10,13,2.93
1.101627426,156,913,0,4.099999905,633,18.8235302,25,6,0.03
1.101627426,156,913,0,4.099999905,632,18.8235302,18,5,2.70
1.101627426,156,913,0,4.099999905,1173,18.8235302,4,14,2.23
1.101627426,156,913,0,4.099999905,1173,18.8235302,-5,11,0.39
1.101627426,156,913,0,4.099999905,1757,18.8235302,18,7,0.65
1.101627426,156,913,0,26.92000008,1757,18.8235302,9,12,2.78
1.101627426,156,913,0,26.92000008,1757,43.13725662,24,7,4.14
1.101627426,156,913,14,26.92000008,1757,43.13725662,23,10,1.77
1.101627426,156,913,14,26.92000008,2332,43.13725662,19,15,4.98
1.101627426,156,913,14,40.09000015,2332,43.13725662,15,5,4.35
1.101627426,156,913,19,40.09000015,2332,43.13725662,7,15,4.96
1.101627426,156,913,26,40.09000015,2332,43.13725662,25,12,3.27
1.101627426,156,913,26,40.09000015,2223,43.13725662,5,4,0.79
1.101627426,156,913,26,46.27999878,2223,43.13725662,25,8,2.56
1.101627426,156,913,31,46.27999878,2223,43.13725662,28,9,2.64
1.101627426,156,913,31,46.27999878,2223,59.60784531,25,13,2.64
1.101627426,156,913,37,46.27999878,2223,59.60784531,-5,7,0.84
1.101627426,156,913,37,46.27999878,2589,59.60784531,28,4,3.52
1.101627426,156,913,37,54.06999969,2589,59.60784531,13,9,1.38
1.101627426,156,913,44,54.06999969,2589,59.60784531,11,15,2.37
1.101627426,156,913,49,54.06999969,2482,59.60784531,11,11,0.43
1.101627426,156,913,49,56.09999847,2482,59.60784531,13,4,4.12
1.101627426,156,913,53,56.09999847,2482,59.60784531,19,9,3.80
1.101627426,156,913,55,39.06000137,2289,59.60784531,23,15,1.62
1.101627426,156,913,55,39.06000137,2289,51.76470566,26,9,0.91
1.101627426,156,913,60,39.06000137,2289,51.76470566,29,6,0.98
1.101627426,156,913,62,13.31999969,1933,51.76470566,24,10,1.12
1.101627426,156,913,64,13.31999969,1933,51.76470566,30,8,0.14
1.101627426,156,913,64,11.09000015,1425,51.76470566,-3,6,3.71
1.101627426,156,913,64,11.09000015,1425,9.411765099,24,4,3.07
1.101627426,156,913,66,14.71000004,1566,9.411765099,0,13,2.77
1.101627426,156,913,67,17.72999954,1588,9.411765099,-1,11,3.39
1.101627426,156,913,69,17.72999954,1588,9.411765099,-3,9,2.65
1.101627426,156,913,70,24.05999947,1562,44.70588303,10,6,0.99
1.101627426,156,913,72,24.05999947,1562,44.70588303,6,11,0.32
1.101627426,156,913,74,26.88999939,1600,44.70588303,27,4,0.09
1.101627426,156,913,73,26.88999939,1600,44.70588303,8,10,3.56
1.101627426,156,913,75,26.88999939,1600,44.70588303,6,8,2.94
1.101627426,156,913,75,13.56000042,1608,44.70588303,28,4,0.38
1.101627426,156,913,75,13.56000042,1608,17.25490189,26,8,2.40
1.101627426,156,913,74,11.89000034,1440,17.25490189,5,6,3.29
1.101627426,156,913,73,11.89000034,1440,17.25490189,20,11,4.12
1.101627426,156,913,72,11.69999981,1364,17.25490189,16,10,4.67
1.962851176,156,916,28,48.25999832,2057,43.52941132,-4,11,3.88
1.962851176,156,916,28,48.25999832,2057,78.03921509,0,4,1.85
1.962851176,156,916,34,48.25999832,2616,78.03921509,30,9,1.06
1.962851176,156,916,34,73.40000153,2616,78.03921509,18,7,0.51
1.962851176,156,916,41,73.40000153,2616,78.03921509,18,9,1.84
1.962851176,156,916,46,87.52999878,3315,78.03921509,24,13,0.09
1.962851176,156,916,53,87.52999878,3315,78.03921509,-3,12,1.63
1.962851176,156,916,60,35.20999908,2775,36.07843018,30,10,4.22
1.962851176,156,916,61,35.20999908,2775,36.07843018,12,6,3.58
1.962851176,156,916,63,34.25,2098,36.07843018,-3,15,1.75
1.962851176,156,916,62,34.25,2098,36.07843018,-2,13,4.55
1.962851176,156,916,64,39,1944,36.07843018,29,6,4.49
1.962851176,156,916,64,39,1944,56.07843399,-2,13,0.44
1.962851176,156,916,64,32.81999969,1863,56.07843399,20,7,3.21
1.962851176,156,916,66,32.81999969,1863,56.07843399,2,14,3.79
1.962851176,156,916,68,20.87000084,1750,56.07843399,14,13,3.32
1.962851176,156,916,67,20.87000084,1750,56.07843399,23,15,4.22
1.962851176,156,916,68,15.64999962,1609,27.05882454,27,13,0.78
1.962851176,156,916,66,15.64999962,1609,27.05882454,-2,8,4.38
1.962851176,156,916,66,15.02999973,1566,27.05882454,20,5,1.28
1.962851176,156,916,65,15.92000008,1559,27.05882454,29,8,2.49
1.962851176,156,916,65,15.92000008,1559,36.86274719,27,12,0.12
1.962851176,156,916,66,14.39000034,1575,36.86274719,9,6,0.69
1.962851176,156,916,66,5.070000172,1500,36.86274719,-5,9,4.87
1.962851176,156,916,67,5.070000172,1500,36.86274719,23,10,3.16
1.962851176,156,916,67,5.070000172,1500,10.1960783,18,4,4.28
1.962851176,156,916,67,4.53000021,1190,10.1960783,10,6,1.69
1.962851176,156,916,66,4.53000021,1190,10.1960783,30,11,3.52
1.962851176,156,916,66,4.539999962,1174,10.1960783,24,15,3.34
1.962851176,156,916,66,4.639999866,1166,10.1960783,7,15,2.04
1.962851176,156,916,64,4.639999866,1166,11.37254906,16,4,0.54
1.962851176,156,916,54,4.570000172,1033,11.37254906,9,11,4.63
1.962851176,156,916,48,4.570000172,1033,11.37254906,21,4,3.85
1.962851176,156,916,48,27.85000038,1716,11.37254906,-2,7,0.16
1.962851176,156,916,47,27.85000038,1716,11.37254906,16,15,1.97
1.962851176,156,916,47,44.20000076,1995,62.35294342,8,5,0.60
1.962851176,156,916,54,44.20000076,1995,62.35294342,16,14,3.72
1.962851176,156,916,54,53.68000031,2191,62.35294342,-3,14,3.88
1.962851176,156,916,56,53.68000031,2191,62.35294342,0,13,1.38
1.962851176,156,916,60,59.66999817,2334,62.35294342,16,12,2.51
1.962851176,156,916,60,59.66999817,2334,51.76470566,25,10,2.94
1.962851176,156,916,62,59.66999817,2334,51.76470566,19,6,2.23
1.962851176,156,916,62,27.22999954,2139,51.76470566,25,8,3.77
1.962851176,156,916,64,27.22999954,2139,51.76470566,19,13,1.40
1.962851176,156,916,67,27.22999954,2139,51.76470566,22,10,2.24
1.962851176,156,916,67,5,1463,51.76470566,-4,8,0.56
1.962851176,156,916,66,5,1463,51.76470566,23,8,3.73
1.962851176,156,916,66,4.460000038,1207,10.58823586,19,7,3.89
1.962851176,156,916,65,4.460000038,1207,10.58823586,22,10,0.96
1.962851176,156,916,64,4.460000038,1207,10.58823586,25,12,0.55
1.962851176,156,916,63,4.420000076,1121,10.58823586,10,4,4.85
1.962851176,156,916,63,13.36999989,1493,10.58823586,23,14,0.38
1.962851176,156,916,63,13.36999989,1493,28.62745094,29,5,2.02
1.962851176,156,916,64,13.36999989,1493,28.62745094,0,5,3.79
1.962851176,156,916,64,5.309999943,1452,28.62745094,7,4,2.66
1.962851176,156,916,63,5.309999943,1452,28.62745094,5,4,0.50
1.962851176,156,916,63,4.349999905,1078,28.62745094,20,10,2.99
1.962851176,156,916,59,4.349999905,1078,28.62745094,28,13,3.45
1.962851176,156,916,59,17.30999947,1460,34.90196228,29,7,0.24
1.962851176,156,916,60,17.30999947,1460,34.90196228,14,11,2.04
1.962851176,156,916,60,24.84000015,1638,34.90196228,-1,7,3.53
1.962851176,156,916,59,24.84000015,1638,34.90196228,12,8,4.57
1.962851176,156,916,59,23.92000008,1574,34.90196228,24,10,4.33
1.962851176,156,916,59,23.92000008,1574,41.96078491,13,12,1.33
1.962851176,156,916,58,23.92000008,1574,41.96078491,22,11,1.84
1.962851176,156,916,58,19.22999954,1592,41.96078491,16,14,2.23
1.962851176,156,916,61,19.22999954,1592,41.96078491,25,7,2.42
1.962851176,156,916,62,19.22999954,1592,41.96078491,19,7,0.08
1.962851176,156,916,63,15.47999954,1514,41.96078491,15,15,1.77
1.962851176,156,916,63,18.95000076,1558,35.68627548,23,8,3.20
1.962851176,156,916,63,26.56999969,1634,35.68627548,14,8,2.86
1.962851176,156,916,64,26.56999969,1634,35.68627548,-3,13,0.61
1.962851176,156,916,66,19.64999962,1635,35.68627548,4,6,2.93
1.962851176,156,916,66,19.64999962,1635,28.23529434,27,15,0.81
1.962851176,156,916,65,5.639999866,1396,28.23529434,30,11,0.56
1.962851176,156,916,64,5.639999866,1396,28.23529434,8,5,3.75
1.962851176,156,916,64,4.400000095,1179,28.23529434,23,14,2.49
1.962851176,156,916,64,7.949999809,1447,15.68627453,-2,9,4.32
1.962851176,156,916,65,7.949999809,1447,15.68627453,-4,4,0.11
1.962851176,156,916,65,9,1495,15.68627453,20,13,0.99
1.962851176,156,916,66,9,1495,15.68627453,19,8,0.88
1.962851176,156,916,68,16.12000084,1583,15.68627453,-2,13,3.56
1.962851176,156,916,68,16.12000084,1583,30.98039246,14,10,1.69
1.962851176,156,916,66,16.12000084,1583,30.98039246,26,7,0.13
1.962851176,156,916,66,18.10000038,1625,30.98039246,7,5,3.23
1.962851176,156,916,67,24.20000076,1725,30.98039246,16,8,1.36
1.962851176,156,916,69,24.20000076,1725,30.98039246,18,9,1.87
1.962851176,156,916,69,24.20000076,1725,27.45098114,10,10,1.20
1.962851176,156,916,69,13.27999973,1612,27.45098114,19,4,4.16
1.962851176,156,916,71,13.27999973,1612,27.45098114,4,13,1.33
1.962851176,156,916,71,13.94999981,1456,27.45098114,22,6,3.15
1.962851176,156,916,72,13.94999981,1456,27.45098114,1,8,2.41
1.962851176,156,916,72,14.75,1483,27.45098114,10,6,1.19
1.962851176,156,916,72,14.75,1483,29.01960754,-2,12,0.50
1.962851176,156,916,72,14.34000015,1505,29.01960754,14,8,0.37
1.962851176,156,916,73,14.34000015,1505,29.01960754,9,4,3.94
1.962851176,156,916,73,15.5,1484,29.01960754,10,10,0.76
1.962851176,156,916,73,15.5,1484,30.19607925,15,9,1.39
1.962851176,156,916,72,15.5,1484,30.19607925,26,9,1.70
1.962851176,156,916,71,17.35000038,1453,30.19607925,24,9,0.35
1.962851176,156,916,66,17.35000038,1453,30.19607925,17,12,1.20
1.962851176,156,916,66,23.45000076,1555,30.19607925,0,4,0.93
1.962851176,156,916,64,24.05999947,1682,42.35294342,15,11,4.20
1.962851176,156,916,64,24.95000076,1683,42.35294342,28,6,0.93
1.962851176,156,916,63,24.95000076,1683,42.35294342,27,9,3.43
1.962851176,156,916,63,16.95999908,1587,42.35294342,25,13,3.55
1.962851176,156,916,60,16.95999908,1587,20.3921566,-3,14,1.06
1.962851176,156,916,60,9.210000038,1392,20.3921566,5,14,0.64
1.962851176,156,916,60,7.75,1367,20.3921566,16,10,3.45
1.962851176,156,916,61,7.75,1367,20.3921566,2,5,4.04
1.962851176,156,916,61,4.369999886,1297,9.8039217,16,11,2.99
1.962851176,156,916,63,4.369999886,1297,9.8039217,-2,6,3.09
1.962851176,156,916,63,4.320000172,1133,9.8039217,1,7,0.02
1.962851176,156,916,66,4.320000172,1133,9.8039217,17,10,1.05
1.962851176,156,916,66,4.369999886,1174,9.8039217,7,12,0.93
1.962851176,156,916,67,4.369999886,1174,9.8039217,12,9,0.61
1.962851176,156,916,66,4.369999886,1174,10.58823586,20,13,1.72
1.962851176,156,916,66,4.320000172,1175,10.58823586,19,9,0.77
1.962851176,156,916,68,4.119999886,1213,10.58823586,23,7,0.55
1.962851176,156,916,70,4.78000021,1151,11.76470566,18,10,0.49
1.962851176,156,916,70,4.210000038,1085,11.76470566,22,7,0.11
1.962851176,156,916,70,4.369999886,1107,11.76470566,22,4,0.68
1.962851176,156,916,71,4.369999886,1107,11.76470566,16,10,1.62
1.962851176,156,916,71,4.369999886,1107,11.37254906,2,12,0.68
1.962851176,156,916,69,4.369999886,1107,11.37254906,28,11,4.08
1.962851176,156,916,69,4.760000229,1082,11.37254906,15,15,2.40
1.962851176,156,916,68,4.760000229,1082,11.37254906,-5,4,1.16
1.962851176,156,916,67,4.760000229,1082,11.37254906,5,12,2.40
1.962851176,156,916,67,6.039999962,1123,11.37254906,11,5,0.71
1.962851176,156,916,61,6.039999962,1123,11.37254906,14,9,3.36
1.962851176,156,916,59,5.789999962,1139,14.90196133,3,11,4.90
1.962851176,156,916,56,5.789999962,1139,14.90196133,30,12,1.45
1.962851176,156,916,52,5.78000021,993,14.90196133,13,14,4.55
1.962851176,156,916,39,5.78000021,993,14.90196133,2,12,1.35
1.962851176,156,916,39,4.599999905,909,14.90196133,22,8,0.33
1.962851176,156,916,29,4.599999905,909,14.50980377,4,14,4.75
1.962851176,156,916,29,6.260000229,799,14.50980377,7,14,4.88
1.962851176,156,916,21,6.260000229,799,14.50980377,25,6,2.13
1.962851176,156,916,21,5.179999828,896,14.50980377,4,5,2.70
1.962851176,156,916,21,31.22999954,1638,52.15686417,2,11,3.31
1.962851176,156,916,26,31.22999954,1638,52.15686417,5,9,0.06
1.962851176,156,916,26,55.59000015,2217,52.15686417,3,14,4.80
1.962851176,156,916,44,55.59000015,2217,52.15686417,28,13,2.25
1.962851176,156,916,44,65.45999908,2516,52.15686417,10,11,2.68
1.962851176,156,916,44,65.45999908,2516,74.11764526,23,10,3.57
1.962851176,156,916,50,65.45999908,2516,74.11764526,6,15,1.21
1.962851176,156,916,50,71.41999817,2875,74.11764526,13,6,1.70
1.962851176,156,916,58,71.41999817,2875,74.11764526,19,15,2.00
1.962851176,156,916,63,71.41999817,2875,74.11764526,14,4,3.68
1.962851176,156,916,63,61.95999908,2749,74.11764526,17,8,0.35
1.962851176,156,916,67,61.95999908,2749,74.11764526,28,6,2.61
1.962851176,156,916,73,61.95999908,2749,68.23529816,27,14,2.97
1.962851176,156,916,73,61.95999908,2749,68.23529816,24,8,1.97
1.962851176,156,916,73,55.5,2525,68.23529816,9,5,0.75
1.962851176,156,916,75,55.5,2525,68.23529816,25,15,3.08
1.962851176,156,916,75,14.35000038,1577,68.23529816,27,13,0.42
1.962851176,156,916,76,14.35000038,1577,68.23529816,25,8,1.08
1.962851176,156,916,75,14.35000038,1577,68.23529816,25,6,3.80
1.962851176,156,916,75,26.30999947,1714,68.23529816,0,5,1.54
1.962851176,156,916,75,26.30999947,1714,45.09804153,14,4,1.73
1.962851176,156,916,74,26.30999947,1714,45.09804153,30,5,3.17
1.962851176,156,916,74,21.06999969,1607,45.09804153,29,11,3.18
1.962851176,156,916,74,25.55999947,1615,45.09804153,21,8,2.81
1.962851176,156,916,75,25.55999947,1615,45.09804153,30,13,2.79
1.962851176,156,916,75,25.55999947,1615,49.80392075,0,12,3.54
1.962851176,156,916,77,25.55999947,1615,49.80392075,-2,14,0.94
1.962851176,156,916,77,20.45000076,1641,49.80392075,23,13,3.06
1.962851176,156,916,75,20.45000076,1641,49.80392075,17,5,4.41
1.962851176,156,916,75,13.36999989,1535,49.80392075,15,12,2.88
1.962851176,156,916,72,13.36999989,1535,49.80392075,5,14,3.47
1.962851176,156,916,72,4.230000019,1186,10.58823586,5,6,4.38
1.962851176,156,916,68,4.230000019,1186,10.58823586,17,14,3.69
1.962851176,156,916,68,4.210000038,1089,10.58823586,8,9,2.05
1.962851176,156,916,67,4.210000038,1089,10.58823586,-1,14,0.88
1.962851176,156,916,66,4.369999886,1052,10.58823586,0,14,2.98
1.962851176,156,916,66,4.369999886,1052,20,-5,4,1.17
1.962851176,156,916,64,4.369999886,1052,20,-4,9,0.64
1.962851176,156,916,64,7.960000038,1273,20,15,15,1.70
1.962851176,156,916,66,7.960000038,1273,20,9,7,1.75
1.962851176,156,916,66,12.97999954,1322,20,20,15,0.91
1.962851176,156,916,66,4.230000019,1341,9.411765099,28,5,3.36
1.962851176,156,916,67,4.230000019,1341,9.411765099,14,8,0.24
1.962851176,156,916,69,4.230000019,1341,9.411765099,18,7,4.32
1.962851176,156,916,69,4.28000021,1083,9.411765099,24,10,2.03
1.962851176,156,916,70,4.070000172,1111,9.411765099,24,10,3.70
1.962851176,156,916,70,4.070000172,1111,10.58823586,-3,15,2.64
1.962851176,156,916,71,4.070000172,1111,10.58823586,6,9,2.04
1.962851176,156,916,70,4.199999809,1116,10.58823586,17,12,1.86
1.962851176,156,916,71,4.199999809,1116,10.58823586,2,7,4.92
1.962851176,156,916,71,4.139999866,1127,10.58823586,3,4,3.40
1.962851176,156,916,70,4.139999866,1127,10.58823586,14,6,4.74
1.962851176,156,916,70,4.28000021,1092,10.98039246,3,7,2.53
1.962851176,156,916,69,4.28000021,1092,10.98039246,24,10,1.39
1.962851176,156,916,69,4.929999828,1165,10.98039246,22,9,3.30
1.962851176,156,916,70,4.929999828,1165,10.98039246,4,6,3.08
1.962851176,156,916,70,5.650000095,1235,10.98039246,-4,11,0.07
1.962851176,156,916,70,5.650000095,1235,12.94117641,12,6,2.14
1.962851176,156,916,72,5.650000095,1235,12.94117641,7,8,0.43
1.962851176,156,916,72,5.650000095,1215,12.94117641,4,8,2.35
1.962851176,156,916,72,4.179999828,1157,12.94117641,-3,6,1.61
1.962851176,156,916,72,5.78000021,1150,13.33333397,11,10,3.85
1.962851176,156,916,72,13.56999969,1427,13.33333397,25,4,0.73
1.962851176,156,916,71,13.56999969,1427,13.33333397,10,11,2.95
1.962851176,156,916,69,13.56999969,1427,13.33333397,1,15,4.14
1.962851176,156,916,69,13.03999996,1421,13.33333397,16,11,2.42
1.962851176,156,916,69,13.03999996,1421,10.58823586,-3,12,0.53
1.962851176,156,916,68,13.03999996,1421,10.58823586,-2,5,2.04
1.962851176,156,916,68,4.369999886,1106,10.58823586,8,4,0.07
1.962851176,156,916,52,4.369999886,1106,10.58823586,-5,5,0.33
1.962851176,156,916,52,4.320000172,900,10.58823586,25,6,3.37
1.962851176,156,916,34,4.320000172,900,10.58823586,30,5,4.20
1.962851176,156,916,34,4.320000172,900,12.94117641,-2,13,2.96
1.962851176,156,916,34,4.760000229,727,12.94117641,11,10,1.79
1.962851176,156,916,16,4.760000229,727,12.94117641,-3,6,0.07
1.962851176,156,916,16,4.28000021,842,12.94117641,1,9,1.22
1.962851176,156,916,11,4.28000021,842,12.94117641,-5,9,3.86
1.962851176,156,916,11,14.86999989,1290,12.94117641,10,4,3.46
1.962851176,156,916,11,14.86999989,1290,32.15686417,26,15,0.85
1.962851176,156,916,15,14.86999989,1290,32.15686417,12,15,2.11
1.962851176,156,916,15,27.47999954,1713,32.15686417,10,13,2.23
1.962851176,156,916,20,27.47999954,1713,32.15686417,23,10,1.23
1.962851176,156,916,20,33.63999939,1985,32.15686417,12,15,0.55
1.962851176,156,916,26,33.63999939,1985,32.15686417,14,15,4.52
1.962851176,156,916,26,33.63999939,1985,46.66666794,28,12,2.84
1.962851176,156,916,29,33.63999939,1985,46.66666794,-1,5,2.14
1.962851176,156,916,29,17.59000015,2260,46.66666794,3,4,3.00
1.962851176,156,916,36,17.59000015,2260,46.66666794,28,7,2.54
1.962851176,156,916,38,17.59000015,2260,46.66666794,-4,4,3.54
1.962851176,156,916,38,4.760000229,1169,46.66666794,17,7,0.92
1.962851176,156,916,37,4.760000229,1169,46.66666794,15,8,3.07
1.962851176,156,916,37,5.960000038,988,18.03921509,-2,7,3.86
1.962851176,156,916,35,5.960000038,988,18.03921509,18,10,2.06
1.962851176,156,916,32,5.960000038,988,18.03921509,6,15,2.09
1.962851176,156,916,32,5.949999809,767,18.03921509,27,13,0.48
1.962851176,156,916,26,5.949999809,767,18.03921509,17,14,0.90
1.962851176,156,916,21,5.949999809,767,18.03921509,6,8,3.47
1.962851176,156,916,21,5.75,969,18.03921509,1,5,2.01
1.962851176,156,916,16,5.75,969,18.03921509,11,7,2.12
1.962851176,156,916,16,5.75,969,19.6078434,14,11,0.98
1.962851176,156,916,13,5.75,969,19.6078434,9,15,3.46
1.962851176,156,916,13,4.349999905,586,19.6078434,25,8,4.05
1.962851176,156,916,5,4.349999905,586,19.6078434,22,12,0.32
1.962851176,156,916,3,4.349999905,614,19.6078434,2,12,0.52
1.962851176,156,916,3,4.309999943,606,20.7843132,25,5,1.63
1.962851176,156,916,3,4.289999962,621,20.7843132,13,11,1.73
1.962851176,156,916,3,4.289999962,621,20.3921566,-5,4,2.84
1.962851176,156,916,0,4.289999962,621,20.3921566,22,10,1.29
1.962851176,156,916,0,4.289999962,614,20.3921566,18,15,2.65
1.962851176,156,916,0,4.289999962,620,20.3921566,16,13,1.23
1.962851176,156,916,0,4.389999866,620,20.3921566,14,13,1.12
1.962851176,156,916,0,4.389999866,620,20,21,12,4.39
1.962851176,156,916,0,4.389999866,623,20,29,6,2.51
1.962851176,156,916,0,4.389999866,620,20,14,5,3.82
1.962851176,156,916,0,4.570000172,621,20,-1,6,1.96
1.962851176,156,916,0,4.570000172,621,21.17647171,20,10,3.72
1.962851176,156,916,0,4.570000172,639,21.17647171,25,12,1.17
1.962851176,156,916,0,4.570000172,679,21.17647171,-1,13,3.61
1.962851176,156,916,0,6.010000229,679,24.70588303,0,13,3.97
1.962851176,156,916,0,6.010000229,710,24.70588303,19,8,0.90
1.962851176,156,916,0,5.869999886,703,21.96078491,20,14,2.43
1.962851176,156,916,0,5.869999886,629,21.96078491,-4,9,2.63
1.962851176,156,916,0,5.869999886,639,21.96078491,5,14,4.14
1.962851176,156,916,0,4.5,639,20.7843132,28,14,2.76
1.962851176,156,916,0,4.5,642,20.7843132,-5,12,1.32
1.962851176,156,916,0,4.5,636,20.7843132,24,5,3.00
1.962851176,156,916,0,4.5,636,20,-3,9,1.14
1.962851176,156,916,0,4.5,634,20,0,14,0.31
1.962851176,156,916,0,4.5,633,20,6,10,4.23
1.962851176,156,916,0,4.5,639,20,1,14,0.47
1.962851176,156,916,0,4.400000095,639,20,14,11,1.45
1.962851176,156,916,0,4.400000095,636,20,21,8,0.11
1.962851176,156,916,0,4.400000095,640,20,10,10,1.60
1.962851176,156,916,0,4.53000021,637,20,25,14,4.05
1.962851176,156,916,0,4.53000021,722,20,6,4,1.08
1.962851176,156,916,0,4.53000021,707,20,16,14,4.88
1.962851176,156,916,0,5.849999905,707,24.31372643,27,11,3.33
1.962851176,156,916,0,5.849999905,819,24.31372643,18,5,3.90
1.962851176,156,916,0,5.849999905,1425,24.31372643,9,5,0.09
1.962851176,156,916,0,22.85000038,1425,24.31372643,-2,6,4.39
1.962851176,156,916,0,22.85000038,1425,44.31372452,-3,9,2.12
1.962851176,156,916,5,22.85000038,1425,44.31372452,20,8,2.70
1.962851176,156,916,5,22.85000038,1864,44.31372452,8,11,4.48
1.962851176,156,916,5,32.65000153,1864,44.31372452,-1,10,1.99
1.962851176,156,916,14,32.65000153,1864,44.31372452,6,10,0.21
1.962851176,156,916,22,32.65000153,1864,44.31372452,-4,9,1.20
1.962851176,156,916,22,32.65000153,2178,44.31372452,28,9,4.69
1.962851176,156,916,22,51.00999832,2178,44.31372452,13,12,3.94
1.962851176,156,916,29,51.00999832,2178,44.31372452,-3,8,0.78
1.962851176,156,916,29,51.00999832,2178,44.31372452,1,12,4.59
1.962851176,156,916,29,51.00999832,2178,69.41176605,-5,4,2.25
1.962851176,156,916,35,51.00999832,2749,69.41176605,27,4,0.62
1.962851176,156,916,35,67.04000092,2749,69.41176605,7,5,0.66
1.962851176,156,916,44,67.04000092,2749,69.41176605,7,14,4.08
1.962851176,156,916,50,53.54000092,2533,69.41176605,-1,15,1.81
1.962851176,156,916,54,53.54000092,2533,69.41176605,25,4,3.75
1.962851176,156,916,56,10.86999989,1862,69.41176605,6,8,1.96
1.962851176,156,916,56,10.86999989,1862,14.50980377,-3,9,2.57
1.962851176,156,916,58,10.86999989,1862,14.50980377,5,9,2.67
1.962851176,156,916,57,4.760000229,1256,14.50980377,6,13,3.03
1.962851176,156,916,55,4.449999809,1098,14.50980377,4,9,1.24
1.962851176,156,916,54,4.449999809,1098,21.96078491,-3,7,3.37
1.962851176,156,916,53,36.56999969,1705,21.96078491,29,4,0.39
1.962851176,156,916,51,36.56999969,1705,21.96078491,6,10,3.85
1.962851176,156,916,53,62.77999878,2325,21.96078491,22,15,0.90
1.962851176,156,916,55,62.77999878,2325,21.96078491,13,8,3.27
1.962851176,156,916,62,64.20999908,2421,76.07843018,3,15,1.19
1.962851176,156,916,65,64.20999908,2421,76.07843018,-1,14,4.57
1.962851176,156,916,67,41.20999908,2364,76.07843018,25,15,3.73
1.962851176,156,916,71,41.20999908,2364,76.07843018,9,10,4.44
1.962851176,156,916,72,32.84999847,1893,76.07843018,21,14,3.32
1.962851176,156,916,73,32.84999847,1893,50.58823776,6,12,2.89
1.962851176,156,916,75,33.95999908,1980,50.58823776,30,6,3.24
1.962851176,156,916,77,33.95999908,1980,50.58823776,18,11,4.35
1.962851176,156,916,76,21.31999969,1828,50.58823776,1,8,2.58
1.962851176,156,916,80,21.31999969,1828,50.58823776,2,7,0.89
1.962851176,156,916,79,12.96000004,1600,17.64705849,13,11,3.60
1.962851176,156,916,81,12.96000004,1600,17.64705849,2,13,4.37
1.962851176,156,916,81,22.53000069,1671,17.64705849,25,9,0.35
1.962851176,156,916,82,31.14999962,1857,17.64705849,1,4,1.58
1.962851176,156,916,82,31.14999962,1857,43.13725662,3,6,0.27
1.962851176,156,916,83,26.59000015,1798,43.13725662,-2,15,4.90
1.962851176,156,916,82,26.59000015,1798,43.13725662,23,15,1.31
1.962851176,156,916,82,7.179999828,1770,43.13725662,5,15,3.05
1.962851176,156,916,81,7.179999828,1770,43.13725662,19,8,3.80
1.962851176,156,916,81,4.789999962,1396,9.411765099,29,6,4.17
1.962851176,156,916,79,4.789999962,1396,9.411765099,-3,11,4.08
1.962851176,156,916,77,23.30999947,1546,9.411765099,7,15,2.35
1.962851176,156,916,76,23.30999947,1546,9.411765099,6,10,1.85
1.962851176,156,916,76,27.63999939,1848,9.411765099,27,7,3.12
1.962851176,156,916,78,27.63999939,1848,9.411765099,25,10,2.53
1.962851176,156,916,78,27.63999939,1848,43.52941132,11,6,2.18
1.962851176,156,916,79,27.63999939,1848,43.52941132,18,11,1.31
1.962851176,156,916,79,19.09000015,1523,43.52941132,21,13,0.62
1.962851176,156,916,80,19.09000015,1523,43.52941132,20,4,1.70
1.962851176,156,916,80,34.52999878,1914,43.52941132,1,5,2.35
1.962851176,156,916,79,34.52999878,1914,43.52941132,6,4,0.08
1.962851176,156,916,79,34.52999878,1914,49.80392075,-1,5,1.36
1.962851176,156,916,79,34.52999878,1914,49.80392075,25,6,1.91
1.962851176,156,916,79,28.70999908,1850,49.80392075,-1,11,1.80
1.962851176,156,916,81,28.70999908,1850,49.80392075,30,13,0.35
1.962851176,156,916,82,28.70999908,1850,49.80392075,0,11,3.62
1.962851176,156,916,82,26.30999947,1825,49.80392075,12,11,1.66
1.962851176,156,916,81,25.97999954,1795,42.74509811,1,14,3.61
1.962851176,156,916,81,4.760000229,1437,42.74509811,15,5,3.22
1.962851176,156,916,78,4.760000229,1437,42.74509811,12,7,4.87
1.962851176,156,916,78,4.309999943,1236,42.74509811,16,11,4.22
1.962851176,156,916,75,4.309999943,1236,42.74509811,1,9,1.98
1.962851176,156,916,67,4.309999943,1236,21.96078491,27,14,2.08
1.962851176,156,916,67,29.54000092,1750,21.96078491,9,8,0.83
